8259,0.0025,0.01
2044,0.0025,0.005
8506,0.0025,0.01
1813,0.0025,0.005
6335,0.0025,0.01
2227,0.0025,0.005
3125,0.0025,0.01
7704,0.0025,0.005
9119,0.0025,0.01
6540,0.0025,0.005
7299,0.0025,0.01
3182,0.0025,0.005
9883,0.0025,0.01
7263,0.0025,0.005
8511,0.0025,0.01
3594,0.0025,0.005
4154,0.0025,0.01
8727,0.0025,0.005
9964,0.0025,0.01
6679,0.0025,0.005
8016,0.0025,0.01
6983,0.0025,0.005
451,0.0025,0.01
3239,0.0025,0.005
8770,0.0025,0.01
1047,0.0025,0.005
6087,0.0025,0.01
1686,0.0025,0.005
8005,0.0025,0.01
1283,0.0025,0.005
1907,0.0025,0.01
9054,0.0025,0.005
7048,0.0025,0.01
749,0.0025,0.005
4156,0.0025,0.01
29,0.0025,0.005
9292,0.0025,0.01
6764,0.0025,0.005
1537,0.0025,0.01
4893,0.0025,0.005
733,0.0025,0.01
5243,0.0025,0.005
3573,0.0025,0.01
9580,0.0025,0.005
8326,0.0025,0.01
9515,0.0025,0.005
6076,0.0025,0.01
6909,0.0025,0.005
7911,0.0025,0.01
9820,0.0025,0.005
2009,0.0025,0.01
5982,0.0025,0.005
9556,0.0025,0.01
6750,0.0025,0.005
6358,0.0025,0.01
7511,0.0025,0.005
8301,0.0025,0.01
9490,0.0025,0.005
1395,0.0025,0.01
910,0.0025,0.005
4288,0.0025,0.01
1337,0.0025,0.005
975,0.0025,0.01
274,0.0025,0.005
7168,0.0025,0.01
5670,0.0025,0.005
1781,0.0025,0.01
284,0.0025,0.005
9747,0.0025,0.01
1749,0.0025,0.005
347,0.0025,0.01
8597,0.0025,0.005
5196,0.0025,0.01
5224,0.0025,0.005
533,0.0025,0.01
3825,0.0025,0.005
7817,0.0025,0.01
3011,0.0025,0.005
9312,0.0025,0.01
200,0.0025,0.005
6888,0.0025,0.01
4588,0.0025,0.005
3319,0.0025,0.01
1581,0.0025,0.005
4389,0.0025,0.01
5483,0.0025,0.005
945,0.0025,0.01
6798,0.0025,0.005
9249,0.0025,0.01
4078,0.0025,0.005
3999,0.0025,0.01
1082,0.0025,0.005
2634,0.0025,0.01
4516,0.0025,0.005
5689,0.0025,0.01
9353,0.0025,0.005
7795,0.0025,0.01
6563,0.0025,0.005
383,0.0025,0.01
9174,0.0025,0.005
1573,0.0025,0.01
1698,0.0025,0.005
1609,0.0025,0.01
7049,0.0025,0.005
4212,0.0025,0.01
9243,0.0025,0.005
339,0.0025,0.01
7330,0.0025,0.005
6924,0.0025,0.01
4211,0.0025,0.005
2760,0.0025,0.01
3157,0.0025,0.005
5563,0.0025,0.01
3628,0.0025,0.005
5994,0.0025,0.01
1523,0.0025,0.005
9661,0.0025,0.01
8561,0.0025,0.005
9698,0.0025,0.01
3008,0.0025,0.005
9374,0.0025,0.01
432,0.0025,0.005
6394,0.0025,0.01
1866,0.0025,0.005
1725,0.0025,0.01
1903,0.0025,0.005
5581,0.0025,0.01
2081,0.0025,0.005
1874,0.0025,0.01
8914,0.0025,0.005
3611,0.0025,0.01
1937,0.0025,0.005
1966,0.0025,0.01
6310,0.0025,0.005
8503,0.0025,0.01
4858,0.0025,0.005
8980,0.0025,0.01
6710,0.0025,0.005
2675,0.0025,0.01
9082,0.0025,0.005
6296,0.0025,0.01
5810,0.0025,0.005
439,0.0025,0.01
1531,0.0025,0.005
759,0.0025,0.01
4748,0.0025,0.005
3095,0.0025,0.01
9081,0.0025,0.005
5426,0.0025,0.01
4000,0.0025,0.005
7410,0.0025,0.01
6002,0.0025,0.005
19,0.0025,0.01
1916,0.0025,0.005
8841,0.0025,0.01
4305,0.0025,0.005
2182,0.0025,0.01
1829,0.0025,0.005
9608,0.0025,0.01
8644,0.0025,0.005
9410,0.0025,0.01
4142,0.0025,0.005
324,0.0025,0.01
6408,0.0025,0.005
8625,0.0025,0.01
9329,0.0025,0.005
7383,0.0025,0.01
1478,0.0025,0.005
9646,0.0025,0.01
5000,0.0025,0.005
7346,0.0025,0.01
8426,0.0025,0.005
8896,0.0025,0.01
3968,0.0025,0.005
5900,0.0025,0.01
3168,0.0025,0.005
4832,0.0025,0.01
16,0.0025,0.005
7848,0.0025,0.01
6459,0.0025,0.005
4925,0.0025,0.01
8534,0.0025,0.005
8781,0.0025,0.01
3785,0.0025,0.005
2203,0.0025,0.01
2581,0.0025,0.005
4901,0.0025,0.01
6758,0.0025,0.005
5785,0.0025,0.01
5626,0.0025,0.005
3351,0.0025,0.01
6689,0.0025,0.005
2626,0.0025,0.01
3953,0.0025,0.005
3745,0.0025,0.01
9280,0.0025,0.005
4356,0.0025,0.01
5280,0.0025,0.005
4535,0.0025,0.01
816,0.0025,0.005
1654,0.025,0.01
7840,0.025,0.005
3552,0.025,0.01
7690,0.025,0.005
6530,0.025,0.01
7779,0.025,0.005
138,0.025,0.01
6695,0.025,0.005
9953,0.025,0.01
7635,0.025,0.005
1313,0.025,0.01
5428,0.025,0.005
7205,0.025,0.01
8293,0.025,0.005
1910,0.025,0.01
6802,0.025,0.005
9754,0.025,0.01
4129,0.025,0.005
5049,0.025,0.01
2352,0.025,0.005
5181,0.025,0.01
7940,0.025,0.005
2894,0.025,0.01
4589,0.025,0.005
6738,0.025,0.01
1287,0.025,0.005
3191,0.025,0.01
9876,0.025,0.005
9446,0.025,0.01
2847,0.025,0.005
6116,0.025,0.01
1451,0.025,0.005
7318,0.025,0.01
6350,0.025,0.005
4787,0.025,0.01
3059,0.025,0.005
4657,0.025,0.01
6126,0.025,0.005
4576,0.025,0.01
4074,0.025,0.005
9005,0.025,0.01
3635,0.025,0.005
3386,0.025,0.01
4330,0.025,0.005
6482,0.025,0.01
5084,0.025,0.005
956,0.025,0.01
962,0.025,0.005
3208,0.025,0.01
5180,0.025,0.005
2746,0.025,0.01
2685,0.025,0.005
9891,0.025,0.01
1067,0.025,0.005
5058,0.025,0.01
9621,0.025,0.005
6298,0.025,0.01
2650,0.025,0.005
9183,0.025,0.01
5597,0.025,0.005
1273,0.025,0.01
263,0.025,0.005
5339,0.025,0.01
3843,0.025,0.005
5745,0.025,0.01
2057,0.025,0.005
1939,0.025,0.01
901,0.025,0.005
8671,0.025,0.01
4637,0.025,0.005
3880,0.025,0.01
9991,0.025,0.005
2955,0.025,0.01
8953,0.025,0.005
6059,0.025,0.01
893,0.025,0.005
6281,0.025,0.01
3382,0.025,0.005
4958,0.025,0.01
9326,0.025,0.005
6995,0.025,0.01
3684,0.025,0.005
6726,0.025,0.01
8940,0.025,0.005
4304,0.025,0.01
2826,0.025,0.005
4374,0.025,0.01
3285,0.025,0.005
2526,0.025,0.01
3482,0.025,0.005
7741,0.025,0.01
3956,0.025,0.005
8251,0.025,0.01
979,0.025,0.005
9591,0.025,0.01
1155,0.025,0.005
4089,0.025,0.01
3976,0.025,0.005
9064,0.025,0.01
6449,0.025,0.005
2924,0.025,0.01
1556,0.025,0.005
4164,0.025,0.01
4404,0.025,0.005
5772,0.025,0.01
1727,0.025,0.005
8384,0.025,0.01
702,0.025,0.005
2947,0.025,0.01
113,0.025,0.005
9526,0.025,0.01
5434,0.025,0.005
3727,0.025,0.01
1649,0.025,0.005
5336,0.025,0.01
2210,0.025,0.005
5516,0.025,0.01
4778,0.025,0.005
2016,0.025,0.01
1115,0.025,0.005
9921,0.025,0.01
1,0.025,0.005
462,0.025,0.01
6025,0.025,0.005
6534,0.025,0.01
9857,0.025,0.005
6919,0.025,0.01
3789,0.025,0.005
7140,0.025,0.01
5391,0.025,0.005
8988,0.025,0.01
1464,0.025,0.005
9452,0.025,0.01
6551,0.025,0.005
9094,0.025,0.01
9759,0.025,0.005
6982,0.025,0.01
8837,0.025,0.005
6468,0.025,0.01
1089,0.025,0.005
5771,0.025,0.01
1895,0.025,0.005
5242,0.025,0.01
4503,0.025,0.005
7424,0.025,0.01
5769,0.025,0.005
3424,0.025,0.01
763,0.025,0.005
6359,0.025,0.01
6245,0.025,0.005
5664,0.025,0.01
2421,0.025,0.005
8963,0.025,0.01
2100,0.025,0.005
538,0.025,0.01
7990,0.025,0.005
1264,0.025,0.01
3994,0.025,0.005
8733,0.025,0.01
7261,0.025,0.005
885,0.025,0.01
3094,0.025,0.005
9974,0.025,0.01
2859,0.025,0.005
9906,0.025,0.01
917,0.025,0.005
2686,0.025,0.01
3536,0.025,0.005
266,0.025,0.01
4768,0.025,0.005
6999,0.025,0.01
1108,0.025,0.005
